theta_deg,phi_deg,RCS_total_dBsm,RCS_VV_dBsm,RCS_HH_dBsm
46.2857,360,-20.3529,-20.3529,-300
51.4286,0,-22.4518,-22.4518,-300
51.4286,10.2857,-22.2386,-22.5917,-33.3121
51.4286,20.5714,-21.6782,-23.021,-27.4299
51.4286,30.8571,-20.9417,-23.7708,-24.141
51.4286,41.1429,-20.1903,-24.9084,-21.978
51.4286,51.4286,-19.5236,-26.5522,-20.4831
51.4286,61.7143,-18.9888,-28.9379,-19.4521
51.4286,72,-18.6096,-32.6521,-18.7842
51.4286,82.2857,-18.3957,-39.8938,-18.4266
51.4286,92.5714,-18.3507,-49.4106,-18.3541
51.4286,102.857,-18.4752,-35.4977,-18.5622
51.4286,113.143,-18.7724,-30.5567,-19.0704
51.4286,123.429,-19.2365,-27.6274,-19.9161
51.4286,133.714,-19.8468,-25.6607,-21.1673
51.4286,144,-20.5674,-24.2926,-22.964
51.4286,154.286,-21.3249,-23.3568,-25.6001
51.4286,164.571,-21.9905,-22.7675,-29.8465
51.4286,174.857,-22.3906,-22.4801,-39.2917
51.4286,185.143,-22.3906,-22.4801,-39.2917
51.4286,195.429,-21.9905,-22.7676,-29.8465
51.4286,205.714,-21.3249,-23.3568,-25.6001
51.4286,216,-20.5674,-24.2926,-22.964
51.4286,226.286,-19.8468,-25.6607,-21.1673
51.4286,236.571,-19.2365,-27.6273,-19.916
51.4286,246.857,-18.7724,-30.5567,-19.0704
51.4286,257.143,-18.4752,-35.4977,-18.5622
51.4286,267.429,-18.3507,-49.4106,-18.3541
51.4286,277.714,-18.3957,-39.8938,-18.4266
51.4286,288,-18.6096,-32.6521,-18.7842
51.4286,298.286,-18.9888,-28.9378,-19.4521
51.4286,308.571,-19.5236,-26.5522,-20.4831
51.4286,318.857,-20.1903,-24.9084,-21.978
51.4286,329.143,-20.9417,-23.7708,-24.141
51.4286,339.429,-21.6782,-23.0211,-27.4299
51.4286,349.714,-22.2386,-22.5917,-33.3121
51.4286,360,-22.4518,-22.4518,-300
56.5714,0,-22.5637,-22.5637,-300
56.5714,10.2857,-22.2578,-22.7052,-32.3503
56.5714,20.5714,-21.4832,-23.1389,-26.4726
56.5714,30.8571,-20.5188,-23.8959,-23.191
56.5714,41.1429,-19.5741,-25.0335,-21.0279
