theta_deg,phi_deg,RCS_total_dBsm,RCS_VV_dBsm,RCS_HH_dBsm
0,0,-16.6126,-16.6126,-300
0,1.00279,-16.6126,-16.6126,-300
0,2.00557,-16.6126,-16.6126,-300
0,3.00836,-16.6126,-16.6126,-300
0,4.01114,-16.6126,-16.6126,-300
0,5.01393,-16.6126,-16.6126,-300
0,6.01671,-16.6126,-16.6126,-300
0,7.0195,-16.6126,-16.6126,-300
0,8.02228,-16.6126,-16.6126,-300
0,9.02507,-16.6126,-16.6126,-300
0,10.0279,-16.6126,-16.6126,-300
0,11.0306,-16.6126,-16.6126,-300
0,12.0334,-16.6126,-16.6126,-300
0,13.0362,-16.6126,-16.6126,-300
0,14.039,-16.6126,-16.6126,-300
0,15.0418,-16.6126,-16.6126,-300
0,16.0446,-16.6126,-16.6126,-300
0,17.0474,-16.6126,-16.6126,-300
0,18.0501,-16.6126,-16.6126,-300
0,19.0529,-16.6126,-16.6126,-300
0,20.0557,-16.6126,-16.6126,-300
0,21.0585,-16.6126,-16.6126,-300
0,22.0613,-16.6126,-16.6126,-300
0,23.0641,-16.6126,-16.6126,-300
0,24.0669,-16.6126,-16.6126,-300
0,25.0696,-16.6126,-16.6126,-300
0,26.0724,-16.6126,-16.6126,-300
0,27.0752,-16.6126,-16.6126,-300
0,28.078,-16.6126,-16.6126,-300
0,29.0808,-16.6126,-16.6126,-300
0,30.0836,-16.6126,-16.6126,-300
0,31.0864,-16.6126,-16.6126,-300
0,32.0891,-16.6126,-16.6126,-300
0,33.0919,-16.6126,-16.6126,-300
0,34.0947,-16.6126,-16.6126,-300
0,35.0975,-16.6126,-16.6126,-300
0,36.1003,-16.6126,-16.6126,-300
0,37.1031,-16.6126,-16.6126,-300
0,38.1058,-16.6126,-16.6126,-300
0,39.1086,-16.6126,-16.6126,-300
0,40.1114,-16.6126,-16.6126,-300
0,41.1142,-16.6126,-16.6126,-300
0,42.117,-16.6126,-16.6126,-300
0,43.1198,-16.6126,-16.6126,-300
0,44.1226,-16.6126,-16.6126,-300
0,45.1253,-16.6126,-16.6126,-300
0,46.1281,-16.6126,-16.6126,-300
